tick,rack,level,temperature,humidity,ph,ec,water_level,flow_rate,light_lux,airflow
137,B,1,23.08,64.73,6.3,1.6,75.03,1.81,297.3,1.33
137,B,2,23.45,63.55,6.29,1.6,75.03,1.78,311.2,1.46
137,B,3,23.79,62.94,6.3,1.59,75.03,1.81,368.9,1.62
137,B,4,26.23,66.71,6.26,1.62,75.03,1.69,400.8,1.7
138,A,1,22.7,65.94,6.29,1.56,74.96,1.73,291.1,1.47
138,A,2,23.18,64.23,6.26,1.6,74.96,1.84,338.3,1.63
138,A,3,23.39,62.69,6.26,1.61,74.96,1.75,357.5,1.75
138,A,4,23.84,61.53,6.27,1.6,74.96,1.78,388.9,1.89
138,B,1,22.96,65.42,6.26,1.62,74.96,1.79,278.0,1.35
138,B,2,23.21,63.7,6.27,1.63,74.96,1.77,318.1,1.49
138,B,3,23.94,62.43,6.27,1.56,74.96,1.84,349.2,1.59
138,B,4,26.35,66.4,6.3,1.6,74.96,1.7,385.6,1.7
139,A,1,22.49,66.89,6.24,1.61,74.88,1.84,305.1,1.51
139,A,2,23.14,64.02,6.29,1.61,74.88,1.85,321.4,1.63
139,A,3,23.48,62.17,6.28,1.55,74.88,1.81,368.5,1.77
139,A,4,23.78,61.84,6.27,1.63,74.88,1.71,414.4,1.85
139,B,1,22.81,65.0,6.25,1.59,74.88,1.78,292.8,1.25
139,B,2,23.39,63.44,6.26,1.58,74.88,1.72,321.4,1.46
139,B,3,24.01,62.96,6.29,1.59,74.88,1.74,356.9,1.55
139,B,4,26.29,66.47,6.26,1.57,74.88,1.82,407.5,1.65
140,A,1,22.73,65.74,6.26,1.57,74.8,1.83,311.3,1.45
140,A,2,22.96,63.18,6.25,1.56,74.8,1.76,344.8,1.54
140,A,3,23.6,62.9,6.26,1.55,74.8,1.85,379.5,1.69
140,A,4,24.14,61.29,6.25,1.55,74.8,1.73,399.4,1.88
140,B,1,22.91,64.39,6.25,1.55,74.8,1.83,296.6,1.32
140,B,2,23.6,63.95,6.28,1.61,74.8,1.77,329.0,1.48
140,B,3,23.92,62.65,6.25,1.57,74.8,1.82,370.5,1.54
140,B,4,26.22,66.34,6.29,1.61,74.8,1.81,416.3,1.68
141,A,1,22.6,66.41,6.26,1.62,74.71,1.73,292.5,1.4
141,A,2,23.1,63.99,6.25,1.6,74.71,1.83,338.7,1.56
141,A,3,23.37,62.72,6.24,1.59,74.71,1.84,361.6,1.75
141,A,4,24.02,60.95,6.27,1.6,74.71,1.79,415.5,1.8
141,B,1,22.9,64.24,6.24,1.57,74.71,1.8,309.2,1.26
141,B,2,23.44,63.6,6.25,1.58,74.71,1.83,323.8,1.43
141,B,3,23.72,62.09,6.26,1.57,74.71,1.76,376.0,1.6
141,B,4,26.38,66.07,6.27,1.58,74.71,1.8,402.6,1.71
142,A,1,22.64,65.98,6.25,1.56,74.62,1.87,306.5,1.47
142,A,2,23.06,63.32,6.24,1.57,74.62,1.88,350.0,1.54
142,A,3,23.46,62.64,6.24,1.56,74.62,1.83,383.4,1.72
142,A,4,24.07,61.31,6.27,1.56,74.62,1.76,411.1,1.87
142,B,1,23.15,64.51,6.23,1.56,74.62,1.78,315.2,1.36
142,B,2,23.32,63.8,6.24,1.59,74.62,1.73,355.8,1.43
142,B,3,24.07,61.99,6.23,1.59,74.62,1.78,366.5,1.57
142,B,4,26.49,65.88,6.25,1.59,74.62,1.74,407.7,1.68
143,A,1,22.84,65.86,6.23,1.59,74.52,1.89,312.9,1.41
143,A,2,22.98,63.21,6.26,1.55,74.52,1.75,360.4,1.55
143,A,3,23.35,62.56,6.22,1.55,74.52,1.75,394.6,1.75
143,A,4,23.78,61.29,6.27,1.59,74.52,1.81,429.4,1.8
143,B,1,22.89,63.88,6.23,1.58,74.52,1.84,314.8,1.36
143,B,2,23.46,63.04,6.25,1.54,74.52,1.77,352.3,1.44
143,B,3,23.91,62.52,6.23,1.56,74.52,1.9,382.0,1.57
143,B,4,26.22,65.57,6.23,1.56,74.52,1.87,425.9,1.68
144,A,1,22.68,66.13,6.24,1.6,74.43,1.82,312.2,1.47
144,A,2,23.06,63.55,6.23,1.61,74.43,1.8,343.4,1.64
144,A,3,23.75,62.25,6.24,1.6,74.43,1.83,372.6,1.67
144,A,4,23.99,61.36,6.23,1.61,74.43,1.79,423.4,1.81
144,B,1,23.21,64.09,6.21,1.56,74.43,1.8,314.7,1.27
144,B,2,23.36,63.57,6.21,1.61,74.43,1.81,340.0,1.49
144,B,3,23.81,62.44,6.21,1.59,74.43,1.9,394.8,1.55
144,B,4,26.41,66.16,6.22,1.61,74.43,1.89,417.0,1.66
145,A,1,22.86,65.05,6.22,1.6,74.32,1.88,306.0,1.48
145,A,2,23.11,63.09,6.24,1.57,74.32,1.86,357.9,1.6
145,A,3,23.52,61.94,6.21,1.57,74.32,1.78,379.7,1.7
145,A,4,24.0,61.0,6.24,1.56,74.32,1.86,416.2,1.85
145,B,1,23.23,64.4,6.24,1.54,74.32,1.9,315.2,1.28
145,B,2,23.32,63.16,6.26,1.54,74.32,1.86,346.0,1.48
145,B,3,23.86,62.17,6.23,1.57,74.32,1.9,395.3,1.57
145,B,4,26.6,65.64,6.25,1.54,74.32,1.91,412.5,1.7
146,A,1,22.54,65.16,6.2,1.53,74.21,1.86,338.4,1.44
146,A,2,23.18,62.46,6.22,1.54,74.21,1.93,373.9,1.55
146,A,3,23.42,61.51,6.23,1.61,74.21,1.78,394.9,1.67
146,A,4,24.16,60.86,6.21,1.57,74.21,1.8,442.6,1.86
146,B,1,23.04,64.16,6.2,1.56,74.21,1.79,320.6,1.26
146,B,2,23.62,62.39,6.21,1.59,74.21,1.83,368.0,1.47
146,B,3,23.8,62.2,6.2,1.56,74.21,1.84,379.8,1.59
146,B,4,26.39,65.63,6.23,1.6,74.21,1.92,431.7,1.73
147,A,1,22.58,65.28,6.21,1.56,74.1,1.91,320.0,1.44
147,A,2,23.08,63.18,6.19,1.57,74.1,1.93,358.1,1.56
147,A,3,23.65,61.76,6.24,1.59,74.1,1.93,411.9,1.73
147,A,4,23.83,61.05,6.24,1.59,74.1,1.92,431.0,1.88
147,B,1,23.29,64.15,6.2,1.54,74.1,1.78,317.0,1.32
147,B,2,23.53,62.55,6.19,1.53,74.1,1.86,348.9,1.38
147,B,3,24.12,61.84,6.24,1.54,74.1,1.92,411.5,1.54
147,B,4,26.49,65.15,6.21,1.55,74.1,1.82,427.2,1.66
148,A,1,22.56,64.9,6.22,1.56,73.99,1.92,339.1,1.49
148,A,2,23.13,62.32,6.22,1.57,73.99,1.89,369.7,1.62
148,A,3,23.6,62.1,6.21,1.53,73.99,1.82,397.1,1.7
148,A,4,24.07,60.96,6.21,1.57,73.99,1.9,451.7,1.79
148,B,1,23.23,63.45,6.19,1.6,73.99,1.87,321.5,1.31
148,B,2,23.74,62.47,6.2,1.6,73.99,1.8,365.4,1.46
148,B,3,23.89,61.39,6.22,1.6,73.99,1.91,398.4,1.59
148,B,4,26.31,65.61,6.19,1.53,73.99,1.91,445.8,1.72
149,A,1,22.74,65.36,6.22,1.54,73.87,1.86,332.8,1.51
149,A,2,23.23,62.03,6.22,1.57,73.87,1.81,382.3,1.55
149,A,3,23.67,61.29,6.18,1.53,73.87,1.82,417.6,1.75
149,A,4,23.93,60.74,6.23,1.56,73.87,1.82,430.4,1.85
149,B,1,23.01,63.37,6.23,1.56,73.87,1.85,351.9,1.25
149,B,2,23.38,62.76,6.18,1.59,73.87,1.95,361.3,1.44
149,B,3,23.98,61.17,6.17,1.55,73.87,1.85,403.3,1.59
149,B,4,26.53,65.15,6.18,1.57,73.87,1.85,436.0,1.75
150,A,1,22.92,64.94,6.19,1.54,73.74,1.86,334.2,1.47
150,A,2,23.33,62.09,6.17,1.58,73.74,1.87,391.0,1.62
150,A,3,23.73,61.11,6.19,1.6,73.74,1.87,421.5,1.75
150,A,4,24.04,59.9,6.21,1.57,73.74,1.91,458.7,1.82
150,B,1,23.09,63.54,6.18,1.59,73.74,1.83,340.2,1.32
150,B,2,23.44,62.16,6.2,1.6,73.74,1.92,385.6,1.39
150,B,3,24.19,61.17,6.21,1.57,73.74,1.82,405.5,1.53
150,B,4,26.4,65.55,6.18,1.55,73.74,1.81,432.8,1.75
151,A,1,22.6,64.65,6.17,1.55,73.61,1.9,352.8,1.4
151,A,2,23.35,62.39,6.18,1.58,73.61,1.88,372.0,1.63
151,A,3,23.67,61.7,6.18,1.59,73.61,1.85,423.7,1.67
151,A,4,24.26,60.69,6.17,1.53,73.61,1.85,444.2,1.9
151,B,1,23.15,63.15,6.21,1.58,73.61,1.87,335.3,1.27
151,B,2,23.76,62.61,6.21,1.55,73.61,1.94,373.0,1.48
151,B,3,24.04,61.74,6.17,1.53,73.61,1.93,410.6,1.57
151,B,4,26.55,65.2,6.2,1.56,73.61,1.96,457.8,1.71
152,A,1,22.8,64.97,6.18,1.53,73.48,1.93,364.7,1.47
152,A,2,23.36,62.57,6.21,1.54,73.48,1.86,377.4,1.53
152,A,3,23.54,61.5,6.2,1.59,73.48,1.83,430.0,1.73
152,A,4,24.34,60.53,6.2,1.6,73.48,1.94,468.9,1.79
152,B,1,23.4,63.46,6.16,1.57,73.48,1.93,348.0,1.28
152,B,2,23.63,61.85,6.16,1.59,73.48,1.89,392.5,1.48
152,B,3,24.19,61.27,6.17,1.57,73.48,1.86,419.1,1.53
152,B,4,26.55,65.56,6.17,1.59,73.48,1.94,461.4,1.73
153,A,1,22.62,64.81,6.18,1.59,73.35,1.96,349.1,1.4
153,A,2,23.47,61.86,6.21,1.53,73.35,1.91,400.1,1.57
153,A,3,23.88,60.77,6.2,1.55,73.35,1.95,421.2,1.76
153,A,4,24.29,60.42,6.19,1.55,73.35,1.93,474.6,1.84
153,B,1,23.02,62.95,6.17,1.53,73.35,1.91,347.2,1.34
153,B,2,23.56,62.41,6.16,1.56,73.35,1.97,392.4,1.44
153,B,3,23.95,60.69,6.16,1.6,73.35,1.83,413.0,1.53
153,B,4,26.46,65.01,6.17,1.54,73.35,1.86,468.8,1.67
154,A,1,22.82,64.65,6.2,1.54,73.21,1.97,364.4,1.42
154,A,2,23.37,62.51,6.17,1.52,73.21,1.83,390.3,1.54
154,A,3,23.79,61.05,6.2,1.53,73.21,1.96,443.3,1.76
154,A,4,24.4,59.77,6.2,1.53,73.21,1.94,478.0,1.79
154,B,1,23.16,63.44,6.17,1.57,73.21,1.84,357.8,1.36
154,B,2,23.51,62.5,6.16,1.58,73.21,1.95,393.6,1.43
154,B,3,24.28,61.53,6.15,1.57,73.21,1.98,421.5,1.62
154,B,4,26.67,64.48,6.18,1.56,73.21,1.89,456.2,1.7
155,A,1,22.78,64.98,6.18,1.56,73.07,1.85,357.1,1.5
155,A,2,23.15,61.77,6.19,1.59,73.07,1.88,391.3,1.56
155,A,3,23.77,61.38,6.15,1.56,73.07,1.87,451.4,1.71
155,A,4,24.04,59.38,6.15,1.55,73.07,1.92,462.7,1.85
155,B,1,23.18,63.03,6.16,1.54,73.07,1.93,353.5,1.35
155,B,2,23.69,62.34,6.15,1.54,73.07,1.95,395.4,1.42
155,B,3,24.34,60.42,6.15,1.59,73.07,1.89,436.0,1.54
155,B,4,26.57,65.11,6.19,1.56,73.07,1.93,468.3,1.69
156,A,1,23.1,64.61,6.13,1.53,72.92,1.97,374.6,1.41
156,A,2,23.32,61.46,6.15,1.52,72.92,1.94,406.6,1.59
156,A,3,23.97,60.81,6.17,1.57,72.92,1.98,432.5,1.76
156,A,4,24.4,59.83,6.18,1.55,72.92,1.88,472.3,1.83
156,B,1,23.12,63.22,6.17,1.54,72.92,1.94,357.3,1.33
156,B,2,23.58,61.77,6.16,1.55,72.92,1.92,414.4,1.41
156,B,3,24.31,60.53,6.17,1.56,72.92,1.95,434.6,1.55
156,B,4,26.7,64.6,6.17,1.51,72.92,1.94,476.0,1.75
157,A,1,22.96,64.82,6.15,1.53,72.77,1.9,373.3,1.42
157,A,2,23.37,62.39,6.14,1.51,72.77,1.97,402.3,1.62
157,A,3,23.68,60.29,6.17,1.56,72.77,1.94,456.2,1.72
157,A,4,24.13,60.17,6.17,1.52,72.77,1.89,482.7,1.88
157,B,1,23.5,62.84,6.17,1.54,72.77,1.91,385.7,1.32
157,B,2,23.68,61.64,6.16,1.53,72.77,1.93,401.3,1.46
157,B,3,24.19,60.79,6.15,1.53,72.77,1.95,451.9,1.55
157,B,4,26.72,64.56,6.17,1.56,72.77,1.93,485.5,1.7
158,A,1,23.18,64.59,6.16,1.51,72.62,1.9,392.0,1.45
158,A,2,23.29,61.45,6.15,1.55,72.62,1.94,422.7,1.53
158,A,3,23.71,60.53,6.13,1.55,72.62,1.95,455.5,1.7
158,A,4,24.18,59.58,6.13,1.54,72.62,1.92,475.9,1.89
158,B,1,23.18,62.62,6.13,1.55,72.62,1.93,374.1,1.28
158,B,2,23.66,62.01,6.13,1.53,72.62,1.91,421.3,1.45
158,B,3,24.18,60.98,6.13,1.53,72.62,1.95,446.1,1.59
158,B,4,26.7,64.42,6.12,1.54,72.62,1.87,494.9,1.73
159,A,1,23.16,64.03,6.13,1.55,72.47,1.9,374.8,1.51
159,A,2,23.45,61.6,6.16,1.52,72.47,1.95,431.0,1.57
159,A,3,24.04,60.79,6.12,1.52,72.47,1.89,460.5,1.73
159,A,4,24.2,59.54,6.15,1.55,72.47,1.89,488.4,1.79
159,B,1,23.31,62.54,6.12,1.54,72.47,1.9,397.6,1.35
159,B,2,23.78,61.95,6.15,1.58,72.47,1.99,411.6,1.4
159,B,3,24.53,60.71,6.12,1.58,72.47,2.0,460.3,1.51
159,B,4,26.85,64.61,6.12,1.54,72.47,1.92,498.0,1.68
160,A,1,23.0,64.35,6.12,1.57,72.31,1.91,381.6,1.48
160,A,2,23.34,62.15,6.16,1.55,72.31,1.95,423.6,1.56
160,A,3,23.77,60.61,6.13,1.52,72.31,1.96,472.4,1.76
160,A,4,24.28,59.96,6.15,1.52,72.31,1.86,509.4,1.85
160,B,1,23.66,63.01,6.15,1.57,72.31,1.94,390.6,1.31
160,B,2,23.91,62.19,6.14,1.51,72.31,1.86,438.7,1.38
160,B,3,24.56,60.49,6.16,1.52,72.31,1.86,454.9,1.52
160,B,4,26.63,64.4,6.12,1.52,72.31,2.0,511.7,1.66
161,A,1,23.16,64.62,6.16,1.57,72.16,1.91,396.3,1.46
161,A,2,23.51,61.62,6.16,1.51,72.16,2.0,426.6,1.53
161,A,3,23.82,61.16,6.13,1.51,72.16,1.97,465.2,1.68
161,A,4,24.4,59.91,6.1,1.53,72.16,1.96,494.4,1.86
161,B,1,23.64,62.91,6.16,1.54,72.16,1.86,400.4,1.31
161,B,2,24.01,61.58,6.14,1.58,72.16,1.87,418.6,1.4
161,B,3,24.37,60.24,6.12,1.53,72.16,1.9,465.1,1.61
161,B,4,26.76,64.98,6.12,1.57,72.16,2.0,498.4,1.71
162,A,1,23.32,64.28,6.12,1.55,72.0,1.9,408.1,1.44
162,A,2,23.46,62.15,6.11,1.55,72.0,1.93,433.3,1.54
162,A,3,24.01,60.47,6.11,1.57,72.0,1.96,467.0,1.77
162,A,4,24.32,59.41,6.11,1.52,72.0,1.93,517.2,1.9
162,B,1,23.5,62.51,6.11,1.53,72.0,1.94,391.4,1.35
162,B,2,24.0,62.09,6.13,1.52,72.0,2.0,425.1,1.4
162,B,3,24.25,60.09,6.14,1.55,72.0,2.0,460.5,1.62
162,B,4,26.65,64.08,6.12,1.57,72.0,1.97,500.9,1.68
163,A,1,22.94,64.48,6.1,1.56,71.84,1.95,420.1,1.43
163,A,2,23.49,61.82,6.13,1.53,71.84,1.94,448.1,1.59
163,A,3,24.04,60.83,6.13,1.55,71.84,1.99,477.4,1.66
163,A,4,24.33,59.37,6.11,1.53,71.84,1.89,524.0,1.81
163,B,1,23.68,62.33,6.12,1.58,71.84,1.9,394.7,1.33
163,B,2,23.82,61.4,6.11,1.55,71.84,2.0,454.2,1.44
163,B,3,24.4,60.73,6.14,1.54,71.84,1.98,473.0,1.54
163,B,4,26.72,64.09,6.14,1.53,71.84,1.87,509.3,1.75
164,A,1,23.23,64.63,6.09,1.57,71.67,1.92,406.5,1.46
164,A,2,23.48,61.89,6.12,1.56,71.67,1.89,451.0,1.61
164,A,3,24.1,60.83,6.13,1.57,71.67,1.97,474.7,1.68
164,A,4,24.56,59.6,6.14,1.52,71.67,1.93,530.9,1.8
164,B,1,23.73,62.52,6.14,1.52,71.67,1.88,416.8,1.32
164,B,2,24.23,61.26,6.13,1.53,71.67,1.87,443.1,1.38
164,B,3,24.29,60.43,6.12,1.53,71.67,1.9,477.9,1.59
164,B,4,26.73,64.81,6.13,1.55,71.67,1.99,513.3,1.73
165,A,1,23.1,64.48,6.1,1.53,71.51,1.89,416.4,1.45
165,A,2,23.51,61.37,6.11,1.51,71.51,2.0,452.8,1.62
165,A,3,24.05,60.82,6.09,1.55,71.51,1.86,471.7,1.66
165,A,4,24.72,59.04,6.1,1.54,71.51,1.9,534.5,1.9
165,B,1,23.6,62.96,6.11,1.5,71.51,1.92,411.6,1.25
165,B,2,24.22,62.03,6.11,1.56,71.51,1.93,464.9,1.4
165,B,3,24.65,60.79,6.09,1.57,71.51,1.91,480.9,1.6
165,B,4,26.94,63.97,6.11,1.56,71.51,1.91,507.1,1.7
166,A,1,23.48,64.62,6.12,1.55,71.34,2.01,414.6,1.48
166,A,2,23.78,61.65,6.08,1.56,71.34,1.94,448.7,1.64
166,A,3,23.97,60.81,6.09,1.51,71.34,2.0,477.1,1.68
166,A,4,24.82,59.03,6.1,1.52,71.34,1.96,513.9,1.82
166,B,1,23.75,63.09,6.09,1.52,71.34,1.86,432.7,1.3
166,B,2,24.1,61.83,6.11,1.52,71.34,1.96,451.5,1.48
166,B,3,24.7,60.96,6.11,1.54,71.34,2.0,499.1,1.6
166,B,4,26.83,64.72,6.08,1.57,71.34,1.97,540.6,1.75
167,A,1,23.32,64.17,6.1,1.51,71.18,1.95,433.4,1.49
167,A,2,23.64,61.56,6.09,1.54,71.18,1.91,462.9,1.6
167,A,3,24.36,60.74,6.08,1.57,71.18,1.9,487.0,1.73
167,A,4,24.53,59.75,6.11,1.51,71.18,2.0,516.7,1.9
167,B,1,23.65,63.18,6.12,1.55,71.18,1.98,429.2,1.26
167,B,2,23.95,61.2,6.1,1.52,71.18,1.89,464.6,1.46
167,B,3,24.68,60.62,6.08,1.58,71.18,1.93,505.1,1.57
167,B,4,27.13,64.89,6.12,1.56,71.18,1.93,536.2,1.72
168,A,1,23.48,63.93,6.08,1.57,71.01,1.89,443.5,1.44
168,A,2,23.83,61.64,6.08,1.5,71.01,1.99,471.6,1.6
168,A,3,24.38,60.33,6.12,1.57,71.01,2.0,493.8,1.69
168,A,4,24.55,58.89,6.1,1.51,71.01,2.01,529.9,1.87
168,B,1,23.58,62.54,6.07,1.5,71.01,1.92,430.2,1.34
168,B,2,24.31,61.64,6.1,1.52,71.01,1.99,450.7,1.44
168,B,3,24.45,60.17,6.08,1.53,71.01,2.0,508.5,1.52
168,B,4,27.11,63.92,6.1,1.55,71.01,1.9,542.5,1.73
169,A,1,23.31,64.2,6.11,1.5,70.84,1.95,448.5,1.41
169,A,2,23.91,61.26,6.07,1.52,70.84,1.88,458.4,1.59
169,A,3,24.25,59.89,6.07,1.57,70.84,1.99,502.1,1.72
169,A,4,24.9,59.33,6.06,1.54,70.84,2.0,529.2,1.88
169,B,1,23.65,63.04,6.07,1.54,70.84,1.95,441.0,1.25
169,B,2,24.02,61.65,6.08,1.55,70.84,1.9,461.7,1.42
169,B,3,24.77,60.96,6.09,1.58,70.84,1.98,490.3,1.61
169,B,4,27.0,64.75,6.07,1.54,70.84,1.94,532.5,1.72
170,A,1,23.44,64.52,6.09,1.5,70.67,1.95,432.3,1.4
170,A,2,24.04,61.01,6.11,1.51,70.67,1.98,488.2,1.61
170,A,3,24.12,60.01,6.11,1.54,70.67,1.98,520.7,1.76
170,A,4,24.6,59.82,6.05,1.53,70.67,2.0,535.5,1.87
170,B,1,23.99,62.19,6.11,1.52,70.67,1.99,443.6,1.35
170,B,2,24.36,61.79,6.09,1.51,70.67,1.97,487.9,1.45
170,B,3,24.73,60.04,6.11,1.57,70.67,1.89,502.4,1.55
170,B,4,27.28,64.12,6.09,1.57,70.67,1.89,558.9,1.7
171,A,1,23.61,64.53,6.05,1.54,70.5,1.92,443.5,1.4
171,A,2,23.96,61.28,6.09,1.5,70.5,1.93,469.8,1.55
171,A,3,24.42,60.42,6.06,1.56,70.5,1.87,514.9,1.74
171,A,4,24.82,59.54,6.09,1.54,70.5,1.88,543.3,1.86
171,B,1,24.02,62.17,6.11,1.52,70.5,1.86,439.8,1.27
171,B,2,24.53,61.11,6.06,1.55,70.5,1.94,478.4,1.49
171,B,3,24.95,60.53,6.05,1.52,70.5,1.92,501.6,1.56
171,B,4,27.13,64.02,6.09,1.55,70.5,1.99,533.9,1.64
172,A,1,23.61,64.61,6.07,1.5,70.34,1.93,442.8,1.46
172,A,2,23.93,61.83,6.05,1.53,70.34,2.0,470.8,1.56
172,A,3,24.37,60.0,6.09,1.52,70.34,1.87,529.0,1.71
172,A,4,25.03,59.56,6.07,1.52,70.34,1.97,547.8,1.82
172,B,1,23.76,62.45,6.06,1.57,70.34,1.85,438.4,1.25
172,B,2,24.58,61.6,6.05,1.55,70.34,1.93,488.8,1.41
172,B,3,24.89,60.79,6.09,1.53,70.34,1.97,529.5,1.61
172,B,4,27.3,64.29,6.09,1.53,70.34,1.9,546.7,1.64
173,A,1,23.51,63.84,6.1,1.54,70.17,1.95,437.3,1.43
173,A,2,24.02,61.5,6.06,1.56,70.17,1.91,498.7,1.59
173,A,3,24.41,60.07,6.1,1.49,70.17,1.94,507.5,1.66
173,A,4,24.98,59.58,6.09,1.57,70.17,1.93,552.8,1.79
173,B,1,23.92,63.09,6.09,1.5,70.17,1.94,455.3,1.35
173,B,2,24.35,61.89,6.08,1.55,70.17,2.0,481.8,1.38
173,B,3,24.63,60.14,6.09,1.56,70.17,1.95,528.7,1.55
173,B,4,27.36,64.68,6.09,1.54,70.17,1.94,551.0,1.65
174,A,1,23.76,64.49,6.07,1.52,70.0,1.9,447.3,1.4
174,A,2,24.01,61.94,6.09,1.56,70.0,1.92,502.4,1.59
174,A,3,24.45,60.31,6.09,1.52,70.0,1.94,523.2,1.76
174,A,4,24.94,59.52,6.06,1.57,70.0,1.99,547.2,1.9
174,B,1,24.15,62.5,6.06,1.54,70.0,1.88,454.3,1.27
174,B,2,24.56,62.07,6.09,1.53,70.0,1.96,483.6,1.43
174,B,3,24.75,60.47,6.06,1.55,70.0,1.97,513.3,1.61
174,B,4,27.37,64.63,6.06,1.53,70.0,1.94,574.2,1.71
175,A,1,23.71,63.83,6.07,1.51,69.84,1.84,460.5,1.47
175,A,2,24.08,61.12,6.05,1.5,69.84,1.98,488.3,1.63
175,A,3,24.46,60.23,6.03,1.53,69.84,1.89,536.5,1.72
175,A,4,24.92,59.74,6.08,1.5,69.84,1.97,571.6,1.87
175,B,1,24.2,62.37,6.08,1.55,69.84,1.87,459.0,1.27
175,B,2,24.26,61.63,6.09,1.52,69.84,1.91,488.0,1.44
175,B,3,24.82,60.37,6.07,1.5,69.84,1.98,524.6,1.52
175,B,4,27.19,64.86,6.06,1.51,69.84,1.96,551.3,1.65
176,A,1,23.64,63.7,6.07,1.57,69.68,1.9,460.6,1.45
176,A,2,24.09,61.56,6.06,1.56,69.68,1.9,506.2,1.59
176,A,3,24.39,60.0,6.06,1.56,69.68,1.88,544.2,1.68
176,A,4,25.03,59.53,6.08,1.54,69.68,1.97,566.8,1.79
176,B,1,24.27,63.23,6.04,1.5,69.68,1.91,476.0,1.26
176,B,2,24.39,61.55,6.06,1.54,69.68,1.87,504.3,1.49
176,B,3,24.79,60.37,6.03,1.52,69.68,1.96,538.7,1.62
176,B,4,27.31,64.95,6.08,1.56,69.68,1.98,553.4,1.66
177,A,1,23.83,64.72,6.07,1.55,69.51,1.96,481.4,1.5
177,A,2,23.97,61.16,6.06,1.53,69.51,1.96,499.0,1.64
177,A,3,24.49,60.51,6.08,1.51,69.51,1.95,526.1,1.77
177,A,4,24.91,59.81,6.04,1.55,69.51,1.96,566.6,1.82
177,B,1,24.26,63.25,6.05,1.53,69.51,1.85,480.8,1.33
177,B,2,24.52,62.04,6.07,1.52,69.51,1.96,509.3,1.49
177,B,3,25.17,60.56,6.03,1.56,69.51,1.86,535.6,1.56
177,B,4,27.52,64.2,6.06,1.53,69.51,1.96,573.8,1.68
178,A,1,23.57,64.61,6.08,1.55,69.35,1.85,463.9,1.42
178,A,2,24.42,61.53,6.02,1.55,69.35,1.97,513.1,1.53
178,A,3,24.81,60.76,6.07,1.51,69.35,1.94,541.6,1.71
178,A,4,25.12,58.97,6.06,1.52,69.35,1.89,581.2,1.81
178,B,1,24.23,62.62,6.02,1.51,69.35,1.92,468.6,1.33
178,B,2,24.66,61.7,6.05,1.5,69.35,1.82,515.8,1.42
178,B,3,24.9,60.79,6.05,1.53,69.35,1.9,527.7,1.55
178,B,4,27.43,64.46,6.06,1.55,69.35,1.85,578.5,1.68
179,A,1,23.67,64.83,6.03,1.53,69.19,1.95,479.2,1.42
179,A,2,24.36,62.06,6.02,1.54,69.19,1.96,507.1,1.55
179,A,3,24.76,61.16,6.02,1.49,69.19,1.81,548.8,1.73
179,A,4,25.22,60.0,6.05,1.53,69.19,1.88,565.2,1.82
179,B,1,24.01,62.36,6.05,1.53,69.19,1.81,458.8,1.28
179,B,2,24.69,62.15,6.05,1.52,69.19,1.87,495.5,1.46
179,B,3,25.11,60.44,6.07,1.52,69.19,1.93,533.5,1.58
179,B,4,27.61,64.78,6.03,1.53,69.19,1.82,567.1,1.65
180,A,1,23.77,63.98,6.03,1.53,69.04,1.9,465.0,1.5
180,A,2,24.15,61.65,6.04,1.53,69.04,1.94,516.1,1.63
180,A,3,24.9,60.53,6.01,1.56,69.04,1.83,547.5,1.69
180,A,4,25.18,59.74,6.03,1.5,69.04,1.87,587.0,1.87
180,B,1,24.2,62.91,6.05,1.56,69.04,1.91,468.5,1.29
180,B,2,24.85,62.14,6.06,1.54,69.04,1.9,500.4,1.43
180,B,3,25.25,61.02,6.05,1.53,69.04,1.8,547.1,1.56
180,B,4,27.5,64.06,6.05,1.52,69.04,1.85,574.8,1.73
181,A,1,23.91,64.79,6.05,1.52,68.88,1.85,494.2,1.41
181,A,2,24.13,61.67,6.06,1.53,68.88,1.92,512.0,1.58
181,A,3,24.99,61.15,6.05,1.5,68.88,1.8,546.3,1.68
181,A,4,25.07,59.36,6.03,1.55,68.88,1.91,593.5,1.89
181,B,1,24.44,63.06,6.02,1.56,68.88,1.94,485.0,1.28
181,B,2,24.89,61.56,6.04,1.53,68.88,1.93,524.5,1.41
181,B,3,25.01,60.36,6.05,1.54,68.88,1.92,538.8,1.59
181,B,4,27.64,64.23,6.04,1.55,68.88,1.94,570.7,1.72
182,A,1,23.88,64.97,6.05,1.56,68.73,1.82,473.4,1.49
182,A,2,24.5,62.15,6.04,1.56,68.73,1.83,509.5,1.64
182,A,3,24.75,60.54,6.01,1.49,68.73,1.83,542.2,1.73
182,A,4,25.13,59.87,6.04,1.57,68.73,1.83,575.5,1.9
182,B,1,24.24,63.04,6.03,1.55,68.73,1.87,484.4,1.28
182,B,2,24.66,61.96,6.05,1.56,68.73,1.81,527.9,1.44
182,B,3,25.34,60.96,6.06,1.5,68.73,1.92,554.7,1.57
182,B,4,27.62,65.18,6.01,1.51,68.73,1.86,581.9,1.68
183,A,1,24.1,64.98,6.01,1.51,68.58,1.81,489.2,1.42
183,A,2,24.23,62.4,6.05,1.51,68.58,1.79,534.1,1.63
183,A,3,24.64,60.46,6.02,1.52,68.58,1.92,552.8,1.7
